locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJMONHIK_03604	CDS	363	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
KJMONHIK_03605	gene	10764	srfAA			
KJMONHIK_03605	CDS	10764	srfAA		COG0318	Surfactin synthase subunit 1
KJMONHIK_03606	gene	336				
KJMONHIK_03606	CDS	336				hypothetical protein
KJMONHIK_03607	gene	768				
KJMONHIK_03607	CDS	768				hypothetical protein
KJMONHIK_03608	gene	927	bcrA_5			
KJMONHIK_03608	CDS	927	bcrA_5			Bacitracin transport ATP-binding protein BcrA
KJMONHIK_03609	gene	1239	gltP_2			
KJMONHIK_03609	CDS	1239	gltP_2		COG1301	Proton/glutamate-aspartate symporter
KJMONHIK_03610	gene	1053				
KJMONHIK_03610	CDS	1053				hypothetical protein
KJMONHIK_03611	gene	1266	dctA			
KJMONHIK_03611	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
KJMONHIK_03612	gene	681	dpiA			
KJMONHIK_03612	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
KJMONHIK_03613	gene	1608	dcuS_2			
KJMONHIK_03613	CDS	1608	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
KJMONHIK_03614	gene	1053	dctP			
KJMONHIK_03614	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
KJMONHIK_03615	gene	822	ydbD_3			
KJMONHIK_03615	CDS	822	ydbD_3	1.11.1.6	COG3546	putative manganese catalase
KJMONHIK_03616	gene	360				
KJMONHIK_03616	CDS	360				hypothetical protein
KJMONHIK_03617	gene	249				
KJMONHIK_03617	CDS	249				hypothetical protein
KJMONHIK_03618	gene	372	gsiB			
KJMONHIK_03618	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
KJMONHIK_03619	gene	819				
KJMONHIK_03619	CDS	819				hypothetical protein
KJMONHIK_03620	gene	453				
KJMONHIK_03620	CDS	453				hypothetical protein
KJMONHIK_03621	gene	258				
KJMONHIK_03621	CDS	258				hypothetical protein
KJMONHIK_03622	gene	1278	mntH_1			
KJMONHIK_03622	CDS	1278	mntH_1		COG1914	Divalent metal cation transporter MntH
KJMONHIK_03623	gene	267				
KJMONHIK_03623	CDS	267				hypothetical protein
KJMONHIK_03624	gene	129				
KJMONHIK_03624	CDS	129				hypothetical protein
KJMONHIK_03625	gene	1725	ydaP			
KJMONHIK_03625	CDS	1725	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
KJMONHIK_03626	gene	450	rppH			
KJMONHIK_03626	CDS	450	rppH	3.6.1.-		RNA pyrophosphohydrolase
KJMONHIK_03627	gene	1824	kimA			
KJMONHIK_03627	CDS	1824	kimA		COG0531	Potassium transporter KimA
KJMONHIK_03628	gene	2106				
KJMONHIK_03628	CDS	2106				hypothetical protein
KJMONHIK_03629	gene	1263				
KJMONHIK_03629	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
KJMONHIK_03630	gene	1731				
KJMONHIK_03630	CDS	1731				hypothetical protein
KJMONHIK_03631	gene	837	dgcC			
KJMONHIK_03631	CDS	837	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
KJMONHIK_03632	gene	1089				
KJMONHIK_03632	CDS	1089				hypothetical protein
KJMONHIK_03633	gene	2187	topB			
KJMONHIK_03633	CDS	2187	topB	5.6.2.1	COG0550	DNA topoisomerase 3
KJMONHIK_03634	gene	435	lrpC_2			
KJMONHIK_03634	CDS	435	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
KJMONHIK_03635	gene	291				
KJMONHIK_03635	CDS	291				hypothetical protein
KJMONHIK_03636	gene	810	amj			
KJMONHIK_03636	CDS	810	amj			Lipid II flippase Amj
KJMONHIK_03637	gene	423	ydaG			
KJMONHIK_03637	CDS	423	ydaG		COG3871	General stress protein 26
KJMONHIK_03638	gene	552	ydaF			
KJMONHIK_03638	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
KJMONHIK_03639	gene	504	ydaE			
KJMONHIK_03639	CDS	504	ydaE	5.3.1.15	COG3822	putative D-lyxose ketol-isomerase
KJMONHIK_03640	gene	861	ydaD_3			
KJMONHIK_03640	CDS	861	ydaD_3	1.-.-.-		General stress protein 39
KJMONHIK_03641	gene	597	COQ5_3			
KJMONHIK_03641	CDS	597	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KJMONHIK_03642	gene	1512	lcfB_2			
KJMONHIK_03642	CDS	1512	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KJMONHIK_03643	gene	2085	mtlR			
KJMONHIK_03643	CDS	2085	mtlR			Transcriptional regulator MtlR
KJMONHIK_03644	gene	903	ydhF			
KJMONHIK_03644	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
KJMONHIK_03645	gene	2007	mrdA			
KJMONHIK_03645	CDS	2007	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
KJMONHIK_03646	gene	288				
KJMONHIK_03646	CDS	288				hypothetical protein
KJMONHIK_03647	gene	246				
KJMONHIK_03647	CDS	246				hypothetical protein
KJMONHIK_03648	gene	642	lipC_2			
KJMONHIK_03648	CDS	642	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
KJMONHIK_03649	gene	756	kipR			
KJMONHIK_03649	CDS	756	kipR		COG1414	HTH-type transcriptional regulator KipR
KJMONHIK_03650	gene	1008	pxpC			
KJMONHIK_03650	CDS	1008	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
KJMONHIK_03651	gene	723	pxpB			
KJMONHIK_03651	CDS	723	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
KJMONHIK_03652	gene	792				
KJMONHIK_03652	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
KJMONHIK_03653	gene	1215	mntH_2			
KJMONHIK_03653	CDS	1215	mntH_2			Divalent metal cation transporter MntH
KJMONHIK_03654	gene	774	pxpA			
KJMONHIK_03654	CDS	774	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
KJMONHIK_03655	gene	750	ycsE			
KJMONHIK_03655	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
KJMONHIK_03656	gene	165				
KJMONHIK_03656	CDS	165				hypothetical protein
KJMONHIK_03657	gene	393	fabZ_2			
KJMONHIK_03657	CDS	393	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KJMONHIK_03658	gene	609				
KJMONHIK_03658	CDS	609				hypothetical protein
KJMONHIK_03659	gene	426	sipU			
KJMONHIK_03659	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
KJMONHIK_03660	gene	243				
KJMONHIK_03660	CDS	243				hypothetical protein
KJMONHIK_03661	gene	1059	dmlA			
KJMONHIK_03661	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
KJMONHIK_03662	gene	1122	mtlD			
KJMONHIK_03662	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
KJMONHIK_03663	gene	432	mtlF			
KJMONHIK_03663	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
KJMONHIK_03664	gene	1437	mtlA			
KJMONHIK_03664	CDS	1437	mtlA			PTS system mannitol-specific EIICB component
KJMONHIK_03665	gene	354	ycnL			
KJMONHIK_03665	CDS	354	ycnL			putative protein YcnL
KJMONHIK_03666	gene	573	ycnK			
KJMONHIK_03666	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
KJMONHIK_03667	gene	1626	ycnJ			
KJMONHIK_03667	CDS	1626	ycnJ		COG1276	Copper transport protein YcnJ
KJMONHIK_03668	gene	621	ycnI			
KJMONHIK_03668	CDS	621	ycnI		COG4549	putative protein YcnI
KJMONHIK_03669	gene	786	gdh			
KJMONHIK_03669	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
KJMONHIK_03670	gene	864	glcU			
KJMONHIK_03670	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
KJMONHIK_03671	gene	1389	gabD			
KJMONHIK_03671	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
KJMONHIK_03672	gene	1311	davT			
KJMONHIK_03672	CDS	1311	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
KJMONHIK_03673	gene	1440	gabR_2			
KJMONHIK_03673	CDS	1440	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
KJMONHIK_03674	gene	315				
KJMONHIK_03674	CDS	315				hypothetical protein
KJMONHIK_03675	gene	288	ycnE			
KJMONHIK_03675	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
KJMONHIK_03676	gene	750	nfrA2			
KJMONHIK_03676	CDS	750	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
KJMONHIK_03677	gene	879				
KJMONHIK_03677	CDS	879				hypothetical protein
KJMONHIK_03678	gene	1425	emrY_2			
KJMONHIK_03678	CDS	1425	emrY_2			putative multidrug resistance protein EmrY
KJMONHIK_03679	gene	957	yclQ			
KJMONHIK_03679	CDS	957	yclQ		COG4607	Petrobactin-binding protein YclQ
KJMONHIK_03680	gene	759	yclP			
KJMONHIK_03680	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
KJMONHIK_03681	gene	948	yclO			
KJMONHIK_03681	CDS	948	yclO		COG4605	Petrobactin import system permease protein YclO
KJMONHIK_03682	gene	951	yclN			
KJMONHIK_03682	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
KJMONHIK_03683	gene	1365	yclM			
KJMONHIK_03683	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
KJMONHIK_03684	gene	108				
KJMONHIK_03684	CDS	108				hypothetical protein
KJMONHIK_03685	gene	123	phrC			
KJMONHIK_03685	CDS	123	phrC			Phosphatase RapC inhibitor
KJMONHIK_03686	gene	1149	rapF_3			
KJMONHIK_03686	CDS	1149	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
KJMONHIK_03687	gene	1419	rcsC_4			
KJMONHIK_03687	CDS	1419	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KJMONHIK_03688	gene	798	srrA_2			
KJMONHIK_03688	CDS	798	srrA_2		COG0745	Transcriptional regulatory protein SrrA
KJMONHIK_03689	gene	1455				
KJMONHIK_03689	CDS	1455				hypothetical protein
KJMONHIK_03690	gene	681	lolD			
KJMONHIK_03690	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
KJMONHIK_03691	gene	1125	yndE			
KJMONHIK_03691	CDS	1125	yndE			Spore germination protein YndE
KJMONHIK_03692	gene	1224	gerBC_3			
KJMONHIK_03692	CDS	1224	gerBC_3			Spore germination protein B3
KJMONHIK_03693	gene	1635	gerBA_2			
KJMONHIK_03693	CDS	1635	gerBA_2			Spore germination protein B1
KJMONHIK_03694	gene	222				
KJMONHIK_03694	CDS	222				hypothetical protein
KJMONHIK_03695	gene	1755				
KJMONHIK_03695	CDS	1755				hypothetical protein
KJMONHIK_03696	gene	1479	dtpT			
KJMONHIK_03696	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
KJMONHIK_03697	gene	846	pip			
KJMONHIK_03697	CDS	846	pip	3.4.11.5		Proline iminopeptidase
KJMONHIK_03698	gene	465				
KJMONHIK_03698	CDS	465				hypothetical protein
KJMONHIK_03699	gene	228	bsdD			
KJMONHIK_03699	CDS	228	bsdD			Protein BsdD
KJMONHIK_03700	gene	1422	bsdC			
KJMONHIK_03700	CDS	1422	bsdC	4.1.1.61	COG0043	Phenolic acid decarboxylase
KJMONHIK_03701	gene	615	bsdB			
KJMONHIK_03701	CDS	615	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
KJMONHIK_03702	gene	873	benM			
KJMONHIK_03702	CDS	873	benM			HTH-type transcriptional regulator BenM
KJMONHIK_03703	gene	807	tcyA			
KJMONHIK_03703	CDS	807	tcyA		COG0834	L-cystine-binding protein TcyA
KJMONHIK_03704	gene	705	tcyB			
KJMONHIK_03704	CDS	705	tcyB		COG0765	L-cystine transport system permease protein TcyB
KJMONHIK_03705	gene	744	tcyC			
KJMONHIK_03705	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
KJMONHIK_03706	gene	648				
KJMONHIK_03706	CDS	648				hypothetical protein
KJMONHIK_03707	gene	675	sfp			
KJMONHIK_03707	CDS	675	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
KJMONHIK_03708	gene	1335	gabR_3			
KJMONHIK_03708	CDS	1335	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
KJMONHIK_03709	gene	939				
KJMONHIK_03709	CDS	939				hypothetical protein
KJMONHIK_03710	gene	567				
KJMONHIK_03710	CDS	567				hypothetical protein
KJMONHIK_03711	gene	1227				
KJMONHIK_03711	CDS	1227				L-lactate transporter
KJMONHIK_03712	gene	729	srfAD			
KJMONHIK_03712	CDS	729	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
KJMONHIK_03713	gene	3828	srfAC			
KJMONHIK_03713	CDS	3828	srfAC		COG3319	Surfactin synthase subunit 3
KJMONHIK_03714	gene	1128	srfAB			
KJMONHIK_03714	CDS	1128	srfAB			Surfactin synthase subunit 2
KJMONHIK_03715	gene	855	ydbD_4			
KJMONHIK_03715	CDS	855	ydbD_4	1.11.1.6	COG3546	putative manganese catalase
KJMONHIK_03716	gene	1089	gmuG			
KJMONHIK_03716	CDS	1089	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
KJMONHIK_03717	gene	948	gmuF			
KJMONHIK_03717	CDS	948	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
KJMONHIK_03718	gene	900	gmuE			
KJMONHIK_03718	CDS	900	gmuE	2.7.1.4	COG1940	Putative fructokinase
KJMONHIK_03719	gene	714	gmuR			
KJMONHIK_03719	CDS	714	gmuR		COG2188	HTH-type transcriptional regulator GmuR
KJMONHIK_03720	gene	1398	gmuD			
KJMONHIK_03720	CDS	1398	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
KJMONHIK_03721	gene	1329	gmuC			
KJMONHIK_03721	CDS	1329	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
KJMONHIK_03722	gene	333	gmuA			
KJMONHIK_03722	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
KJMONHIK_03723	gene	312	gmuB			
KJMONHIK_03723	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
KJMONHIK_03724	gene	1167	pbuE_2			
KJMONHIK_03724	CDS	1167	pbuE_2		COG2814	Purine efflux pump PbuE
KJMONHIK_03725	gene	567	ydhK			
KJMONHIK_03725	CDS	567	ydhK			putative protein YdhK
KJMONHIK_03726	gene	978				
KJMONHIK_03726	CDS	978				hypothetical protein
KJMONHIK_03727	gene	420				
KJMONHIK_03727	CDS	420				hypothetical protein
KJMONHIK_03728	gene	486				
KJMONHIK_03728	CDS	486				hypothetical protein
KJMONHIK_03729	gene	1389	phoB			
KJMONHIK_03729	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
KJMONHIK_03730	gene	708				
KJMONHIK_03730	CDS	708				hypothetical protein
KJMONHIK_03731	gene	1230				
KJMONHIK_03731	CDS	1230				hypothetical protein
KJMONHIK_03732	gene	1185	tylCV			
KJMONHIK_03732	CDS	1185	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
KJMONHIK_03733	gene	1263	ydhD_2			
KJMONHIK_03733	CDS	1263	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
KJMONHIK_03734	gene	675	rspR_3			
KJMONHIK_03734	CDS	675	rspR_3		COG1802	HTH-type transcriptional repressor RspR
KJMONHIK_03735	gene	738				
KJMONHIK_03735	CDS	738				hypothetical protein
KJMONHIK_03736	gene	1209	bcr			
KJMONHIK_03736	CDS	1209	bcr			Bicyclomycin resistance protein
KJMONHIK_03737	gene	324				
KJMONHIK_03737	CDS	324				hypothetical protein
KJMONHIK_03738	gene	726				
KJMONHIK_03738	CDS	726				hypothetical protein
KJMONHIK_03739	gene	558	sutR			
KJMONHIK_03739	CDS	558	sutR		COG1396	HTH-type transcriptional regulator SutR
KJMONHIK_03740	gene	435	slyA_2			
KJMONHIK_03740	CDS	435	slyA_2			Transcriptional regulator SlyA
KJMONHIK_03741	gene	630	yodC_2			
KJMONHIK_03741	CDS	630	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
KJMONHIK_03742	gene	2658	ydgH			
KJMONHIK_03742	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
KJMONHIK_03743	gene	462				
KJMONHIK_03743	CDS	462				hypothetical protein
KJMONHIK_03744	gene	525				
KJMONHIK_03744	CDS	525				hypothetical protein
KJMONHIK_03745	gene	1377	cycA_2			
KJMONHIK_03745	CDS	1377	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
KJMONHIK_03746	gene	1629	vmlR			
KJMONHIK_03746	CDS	1629	vmlR			ABC-F type ribosomal protection protein VmlR
KJMONHIK_03747	gene	561				
KJMONHIK_03747	CDS	561				hypothetical protein
KJMONHIK_03748	gene	1182	yfcJ			
KJMONHIK_03748	CDS	1182	yfcJ			putative MFS-type transporter YfcJ
KJMONHIK_03749	gene	822				
KJMONHIK_03749	CDS	822				hypothetical protein
KJMONHIK_03750	gene	867	csbC_3			
KJMONHIK_03750	CDS	867	csbC_3			putative metabolite transport protein CsbC
KJMONHIK_03751	gene	321				
KJMONHIK_03751	CDS	321				hypothetical protein
KJMONHIK_03752	gene	1005	degA_2			
KJMONHIK_03752	CDS	1005	degA_2		COG1609	HTH-type transcriptional regulator DegA
KJMONHIK_03753	gene	1026	iolX_2			
KJMONHIK_03753	CDS	1026	iolX_2	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
KJMONHIK_03754	gene	372				
KJMONHIK_03754	CDS	372				hypothetical protein
KJMONHIK_03755	gene	474	yycN_2			
KJMONHIK_03755	CDS	474	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
KJMONHIK_03756	gene	345				
KJMONHIK_03756	CDS	345				hypothetical protein
KJMONHIK_03757	gene	600				
KJMONHIK_03757	CDS	600				hypothetical protein
KJMONHIK_03758	gene	327				
KJMONHIK_03758	CDS	327				hypothetical protein
KJMONHIK_03759	gene	243				
KJMONHIK_03759	CDS	243				hypothetical protein
KJMONHIK_03760	gene	432	cotP			
KJMONHIK_03760	CDS	432	cotP		COG0071	Spore coat protein P
KJMONHIK_03761	gene	663				
KJMONHIK_03761	CDS	663		2.1.1.6	COG4122	Catechol O-methyltransferase
KJMONHIK_03762	gene	369				
KJMONHIK_03762	CDS	369				hypothetical protein
KJMONHIK_03763	gene	636	paiB			
KJMONHIK_03763	CDS	636	paiB		COG2808	Protease synthase and sporulation protein PAI 2
KJMONHIK_03764	gene	1386	gabR_4			
KJMONHIK_03764	CDS	1386	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
KJMONHIK_03765	gene	339				
KJMONHIK_03765	CDS	339				hypothetical protein
KJMONHIK_03766	gene	390	mhqP			
KJMONHIK_03766	CDS	390	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
KJMONHIK_03767	gene	939	mhqO			
KJMONHIK_03767	CDS	939	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
KJMONHIK_03768	gene	621	mhqN			
KJMONHIK_03768	CDS	621	mhqN	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
KJMONHIK_03769	gene	894	mneP			
KJMONHIK_03769	CDS	894	mneP		COG0053	Manganese efflux system protein MneP
KJMONHIK_03770	gene	813				
KJMONHIK_03770	CDS	813				hypothetical protein
KJMONHIK_03771	gene	690	ydfK			
KJMONHIK_03771	CDS	690	ydfK		COG1811	putative membrane protein YdfK
KJMONHIK_03772	gene	447	rok_2			
KJMONHIK_03772	CDS	447	rok_2			Repressor Rok
KJMONHIK_03773	gene	1323	brnQ_2			
KJMONHIK_03773	CDS	1323	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
KJMONHIK_03774	gene	336				
KJMONHIK_03774	CDS	336				hypothetical protein
KJMONHIK_03775	gene	228				
KJMONHIK_03775	CDS	228				hypothetical protein
KJMONHIK_03776	gene	2172	ydfJ			
KJMONHIK_03776	CDS	2172	ydfJ		COG2409	Membrane protein YdfJ
KJMONHIK_03777	gene	642	lnrK_2			
KJMONHIK_03777	CDS	642	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
KJMONHIK_03778	gene	1164				
KJMONHIK_03778	CDS	1164				hypothetical protein
KJMONHIK_03779	gene	171				
KJMONHIK_03779	CDS	171				hypothetical protein
KJMONHIK_03780	gene	444				
KJMONHIK_03780	CDS	444				hypothetical protein
KJMONHIK_03781	gene	681				
KJMONHIK_03781	CDS	681				hypothetical protein
KJMONHIK_03782	gene	624				
KJMONHIK_03782	CDS	624				hypothetical protein
KJMONHIK_03783	gene	1449	norG_2			
KJMONHIK_03783	CDS	1449	norG_2		COG1167	HTH-type transcriptional regulator NorG
KJMONHIK_03784	gene	894				
KJMONHIK_03784	CDS	894				hypothetical protein
KJMONHIK_03785	gene	141				
KJMONHIK_03785	CDS	141				hypothetical protein
KJMONHIK_03786	gene	801				
KJMONHIK_03786	CDS	801				hypothetical protein
KJMONHIK_03787	gene	420	arsC			
KJMONHIK_03787	CDS	420	arsC	1.20.4.4	COG0394	Arsenate reductase
KJMONHIK_03788	gene	1308	arsB			
KJMONHIK_03788	CDS	1308	arsB		COG1055	Arsenical pump membrane protein
KJMONHIK_03789	gene	348	aseR			
KJMONHIK_03789	CDS	348	aseR		COG0640	HTH-type transcriptional repressor AseR
KJMONHIK_03790	gene	162				
KJMONHIK_03790	CDS	162				hypothetical protein
KJMONHIK_03791	gene	873				
KJMONHIK_03791	CDS	873				hypothetical protein
KJMONHIK_03792	gene	330	hxlR_2			
KJMONHIK_03792	CDS	330	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
KJMONHIK_03793	gene	573	ydeN			
KJMONHIK_03793	CDS	573	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
KJMONHIK_03794	gene	426				
KJMONHIK_03794	CDS	426				hypothetical protein
KJMONHIK_03795	gene	1392	gabR_5			
KJMONHIK_03795	CDS	1392	gabR_5		COG1167	HTH-type transcriptional regulatory protein GabR
KJMONHIK_03796	gene	864				
KJMONHIK_03796	CDS	864				hypothetical protein
KJMONHIK_03797	gene	411	lrpC_3			
KJMONHIK_03797	CDS	411	lrpC_3		COG1522	HTH-type transcriptional regulator LrpC
KJMONHIK_03798	gene	762				
KJMONHIK_03798	CDS	762				hypothetical protein
KJMONHIK_03799	gene	675				
KJMONHIK_03799	CDS	675				hypothetical protein
KJMONHIK_03800	gene	594				
KJMONHIK_03800	CDS	594				hypothetical protein
KJMONHIK_03801	gene	384				
KJMONHIK_03801	CDS	384				hypothetical protein
KJMONHIK_03802	gene	873				
KJMONHIK_03802	CDS	873				hypothetical protein
KJMONHIK_03803	gene	786				
KJMONHIK_03803	CDS	786				hypothetical protein
KJMONHIK_03804	gene	894				
KJMONHIK_03804	CDS	894				hypothetical protein
KJMONHIK_03805	gene	462	carD			
KJMONHIK_03805	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
KJMONHIK_03806	gene	204	cspC			
KJMONHIK_03806	CDS	204	cspC		COG1278	Cold shock protein CspC
KJMONHIK_03807	gene	1113	des_2			
KJMONHIK_03807	CDS	1113	des_2	1.14.19.-	COG3239	Fatty acid desaturase
KJMONHIK_03808	gene	720				
KJMONHIK_03808	CDS	720		1.-.-.-		putative oxidoreductase
KJMONHIK_03809	gene	735				
KJMONHIK_03809	CDS	735		1.-.-.-		putative oxidoreductase
KJMONHIK_03810	gene	708	actIII			
KJMONHIK_03810	CDS	708	actIII	1.3.1.-		Putative ketoacyl reductase
KJMONHIK_03811	gene	744				
KJMONHIK_03811	CDS	744		1.-.-.-		putative oxidoreductase
KJMONHIK_03812	gene	981	iolS_4			
KJMONHIK_03812	CDS	981	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
KJMONHIK_03813	gene	255				
KJMONHIK_03813	CDS	255				hypothetical protein
KJMONHIK_03814	gene	843	hcaB_3			
KJMONHIK_03814	CDS	843	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KJMONHIK_03815	gene	360				
KJMONHIK_03815	CDS	360			COG0789	putative HTH-type transcriptional regulator
KJMONHIK_03816	gene	135				
KJMONHIK_03816	CDS	135				hypothetical protein
KJMONHIK_03817	gene	180				
KJMONHIK_03817	CDS	180				hypothetical protein
KJMONHIK_03818	gene	84				
KJMONHIK_03818	tRNA	84				tRNA-Leu(gag)
KJMONHIK_03819	gene	465	ctsR			
KJMONHIK_03819	CDS	465	ctsR		COG4463	Transcriptional regulator CtsR
KJMONHIK_03820	gene	348	mcsA			
KJMONHIK_03820	CDS	348	mcsA		COG3880	Protein-arginine kinase activator protein
KJMONHIK_03821	gene	1092	mcsB			
KJMONHIK_03821	CDS	1092	mcsB	2.7.14.1	COG3869	Protein-arginine kinase
KJMONHIK_03822	gene	2433	clpC			
KJMONHIK_03822	CDS	2433	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
KJMONHIK_03823	gene	1434	radA			
KJMONHIK_03823	CDS	1434	radA	3.6.4.-	COG1066	DNA repair protein RadA
KJMONHIK_03824	gene	1083	disA			
KJMONHIK_03824	CDS	1083	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
KJMONHIK_03825	gene	1101	yacL			
KJMONHIK_03825	CDS	1101	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
KJMONHIK_03826	gene	699	ispD			
KJMONHIK_03826	CDS	699	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KJMONHIK_03827	gene	477	ispF			
KJMONHIK_03827	CDS	477	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KJMONHIK_03828	gene	1452	gltX			
KJMONHIK_03828	CDS	1452	gltX	6.1.1.17		Glutamate--tRNA ligase
KJMONHIK_03829	gene	654	cysE			
KJMONHIK_03829	CDS	654	cysE	2.3.1.30	COG1045	Serine acetyltransferase
KJMONHIK_03830	gene	1401	cysS			
KJMONHIK_03830	CDS	1401	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KJMONHIK_03831	gene	432	mrnC			
KJMONHIK_03831	CDS	432	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
KJMONHIK_03832	gene	750				
